taxonID	scientificName	old_page_id	new_page_id	status
c82e2c28-25e6-37ac-9fb3-08a4e8fe3ce2	Guatteria oblongifolia Rusby			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.volume=4&rft.spage=320&rft_id=https://www.biodiversitylibrary.org/bibliography/44786&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
1d92ac61-8407-3d5c-8bfc-352ee7bc3d85	Anaxagorea dolichocarpa Sprague & Sandwith			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.volume=1930&rft.spage=475&rft_id=https://www.biodiversitylibrary.org/bibliography/62170&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ba79838a-bd77-32cf-b88c-46718db8604e	Doronicum clusii (All.) Tausch			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.volume=11&rft.spage=178&rft_id=https://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
a70d5b30-e27e-34fe-a0a6-c53f974c4ca7	Lilium martagon L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=303&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
49293b89-4323-3e3e-ab12-f6768ef030ae	Pitavia punctata	33355636		skip:unparseable_collation:287
7fdd70c6-16d1-3f93-8baf-ca8fcda76da2	Gagea anisanthos	33333332		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1849&rft.volume=22&rft.spage=230&rft_id=https://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
f93d8dc1-2a3a-326e-ac65-1403b33c2752	Firmiana simplex (L.) W.Wight			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1909&rft.volume=142&rft.spage=67&rft_id=https://www.biodiversitylibrary.org/bibliography/5832&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ad337703-bc05-36d8-b3a0-420e523a3394	Bahia ambrosioides Lag.	33068963		skip:unparseable_collation:28, 30
720a4087-7afa-3b28-a9f7-1b3ccc6c2552	Lilium superbum L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1762&rft.volume=1&rft.spage=434&rft_id=https://www.biodiversitylibrary.org/bibliography/11179&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
3c7c6710-ded3-3e5e-9503-cf3093b25f18	Asimina triloba (L.) Dunal			skip:unparseable_collation:83
c7bf0b32-569c-3c79-a35b-da738164dfb4	Asphodelus cerasifer			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.volume=5&rft.spage=252&rft_id=https://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
8155e12e-0274-3e23-a398-9b8539811f03	Lilium carniolicum Bernh. ex W.D.J.Koch	33190307		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.volume=2&rft.spage=536&rft_id=https://www.biodiversitylibrary.org/bibliography/6640&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0fbb6158-29ac-3ef2-8485-e7c4cec371ce	Tulipa sylvestris L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=305&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
d5b7824e-90e2-3d55-a552-33cad12336e6	Azadirachta A.Juss.	26229865		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1830&rft.volume=19&rft.spage=220&rft_id=https://www.biodiversitylibrary.org/bibliography/50067&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bc0657a4-e56b-38ca-b85f-2438bd095e7b	Pachira insignis	33068974		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1798&rft.volume=4&rft.spage=690&rft_id=https://www.biodiversitylibrary.org/bibliography/824&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
341a95d6-8dba-30cd-849a-615579264e02	Spartina cynosuroides			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1806&rft.volume=3&rft.spage=10&rft_id=https://www.biodiversitylibrary.org/bibliography/124909&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
5cda1dd5-66fc-3c87-aafa-fdef0d039e76	Anthurium ochranthum			skip:unparseable_collation:6
56000e9c-a073-3569-9ee2-b12defb8edac	Passiflora mixta	33355199		skip:unparseable_collation:408
cc2432c6-695f-3f76-a75e-a720ea09aab2	Saxifraga stolonifera	285469		skip:unparseable_collation:3: [1], t. 23
c868ead1-c698-3c75-9b28-65d24982fcb4	Alchornea hilariana	33120228		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1865&rft.volume=5&rft.spage=240&rft_id=https://www.biodiversitylibrary.org/bibliography/600&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b1384f15-79a2-3897-87bf-f007e46e5ff0	Piper evasum Trel.	383001		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.volume=26&rft.spage=155&rft_id=https://www.biodiversitylibrary.org/bibliography/687&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ffad37a8-21a4-3c66-a9b7-5a491ea43342	Secale cereale	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=84&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
7de50746-379c-3928-b977-651bd6b8225d	Calanthe tricarinata	33066379		skip:unparseable_collation:n. 7339
98997dcc-e1c0-3353-803a-845af9c38ab0	Eulophia cucullata	33355102		skip:unparseable_collation:185
2f951e12-75c2-306b-82a8-6d4c80725e51	Passiflora suberosa L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=2&rft.spage=958&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
24512cb0-1585-37df-adb1-7f92a216358f	Ostryopsis davidiana	258097		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.volume=20&rft.spage=155&rft_id=https://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
1501681f-c791-38b3-819d-670724824be8	Lotus wrightii	33121127		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.volume=2&rft.spage=143&rft_id=https://www.biodiversitylibrary.org/bibliography/15369&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
fd48c084-0382-3bda-8fd8-154479bb70ba	Vaccinium ovalifolium	33190102		skip:unparseable_collation:36: Vaccinium #2
7b1cf175-220b-3971-8971-64dcf57c85b0	Vaccinium fuscatum	33120156		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1789&rft.volume=2&rft.spage=11&rft_id=https://www.biodiversitylibrary.org/bibliography/4504&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
3899e8a6-a3d8-32ef-893d-4c763bbb2d24	Rumex sagittatus	3553187		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1794&rft.volume=1&rft.spage=67&rft_id=https://www.biodiversitylibrary.org/bibliography/84&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
532d7aa7-0918-3e2a-bd7d-7c5e17ff072f	Pinus yunnanensis			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1899&rft.volume=13&rft.spage=253&rft_id=https://www.biodiversitylibrary.org/bibliography/2178&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
73b94571-1115-3aac-910a-320bcbac1d73	Kochia prostrata			skip:unparseable_collation:3(3-4): 85
f7f7d23e-86d1-37fe-bc0b-5171b5aef803	Arpophyllum giganteum			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1840&rft.volume=4&rft.spage=384&rft_id=https://www.biodiversitylibrary.org/bibliography/4227&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
94488e8b-cc77-3a5a-8ae2-039c4916bf3f	Nyssa sylvatica	33355396		skip:unparseable_collation:97
2bea4914-f0e5-3abc-9b7a-83e64a7f445b	Phytelephas aequatorialis			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1869&rft.volume=11&rft.spage=179&rft_id=https://www.biodiversitylibrary.org/bibliography/350&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e7a16306-cefe-3398-a02c-ad685170a8dd	Fumana laevipes (L.) Spach			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.volume=6&rft.spage=359&rft_id=https://www.biodiversitylibrary.org/bibliography/5010&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
a9772861-5808-3ab1-b4fb-9ec4fa4bda65	Callitris acuminata	33355710		skip:unparseable_collation:109
4f78c595-4bc1-3d88-83f0-c6d31c9db16c	Myoporum insulare	36315793		skip:unparseable_collation:516
ec974ead-2991-330d-9615-dc7e6862c803	Isochilus linearis	33120157		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1813&rft.volume=5&rft.spage=209&rft_id=https://www.biodiversitylibrary.org/bibliography/105339&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
60b747b7-233a-3e0b-a085-05d9f363cc7c	Eriophyllum ambiguum			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1883&rft.volume=19&rft.spage=26&rft_id=https://www.biodiversitylibrary.org/bibliography/3934&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
59e06dc8-d305-3ff2-a753-972bdad58a2d	Pittosporum illicioides Makino			skip:unparseable_collation:14: (31)
09cb6c5c-4cf1-36e7-9ac3-8d64377ef682	Polygonatum	33120103		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1763&rft.volume=2&rft.spage=54&rft_id=https://www.biodiversitylibrary.org/bibliography/271&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
d7f128b8-701a-3d14-9d23-96f8b3ce0e3f	Berlandiera betonicifolia	33333793		skip:unparseable_collation:1246, 1340
bb89b0df-0b1d-3d4b-b322-0759ad1a1a35	Ericameria discoidea			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1990&rft.volume=68&rft.spage=153&rft_id=https://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
2ab1ef9e-05e2-3229-a1ee-b58752e9b33e	Styloceras laurifolium	58757974		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.volume=7&rft.spage=133&rft_id=https://www.biodiversitylibrary.org/bibliography/640&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
79a535dd-bef9-34c2-82c0-10b7b7e68bb1	Euphorbia epithymoides	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1762&rft.volume=1&rft.spage=656&rft_id=https://www.biodiversitylibrary.org/bibliography/11179&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
785735c3-a307-3723-b311-a1684366c990	Cistus creticus L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1762&rft.volume=1&rft.spage=738&rft_id=https://www.biodiversitylibrary.org/bibliography/11179&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
550dc6dc-bf9a-39ea-b713-8f5f69476935	Oryzopsis hymenoides	370304		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1906&rft.volume=11&rft.spage=109&rft_id=https://www.biodiversitylibrary.org/bibliography/687&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
cb1d1854-b95d-3cf2-9249-cc5c2e4ca1fe	Anthriscus caucalis	33355393		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1808&rft.volume=1&rft.spage=230&rft_id=https://www.biodiversitylibrary.org/bibliography/10825&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
4a87f747-12b3-3eef-9bcf-f1d3b1117af6	Cnidoscolus tubulosus			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1923&rft.volume=68&rft.spage=86&rft_id=https://www.biodiversitylibrary.org/bibliography/59986&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
c7e8e23f-ea52-3561-9763-c8b77435170c	Pseuduvaria froggattii (F.Muell.) Jessup			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1986&rft.volume=2&rft.spage=227&rft_id=https://www.biodiversitylibrary.org/bibliography/169356&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
9f52a1ef-b287-32d1-bd66-bc71a31f5596	Clinopodium vulgare subsp. orientale Bothmer			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1967&rft.volume=120&rft.spage=206&rft_id=https://www.biodiversitylibrary.org/bibliography/6050&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
109be333-485f-38c3-a17d-88087f9a319c	Soulamea Lam.	33068974		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1785&rft.volume=1&rft.spage=449&rft_id=https://www.biodiversitylibrary.org/bibliography/824&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
d26c5dd8-6538-318e-b992-e5d50d9e4b7a	Myrsine cubana			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1841&rft.volume=16&rft.spage=86&rft_id=https://www.biodiversitylibrary.org/bibliography/5010&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bbf38919-0f58-3fd7-b8db-2d3d6bb82628	Elleanthus hymenophorus (Rchb.f.) Rchb.f.	7435756		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1862&rft.volume=6&rft.spage=480&rft_id=https://www.biodiversitylibrary.org/bibliography/7556&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
7bc3e9f6-b90d-3eb4-81c5-4ae76b0425aa	Cola	33333445		skip:unparseable_collation:33
9dce4416-5e2c-31c9-873a-7ddbf7f79425	Bupleurum L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=236&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
19d6cf4f-de8d-380c-b172-39db2c5dd07d	Rinorea guianensis (Aubl.) Kuntze	33120210		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1775&rft.volume=1&rft.spage=235&rft_id=https://www.biodiversitylibrary.org/bibliography/674&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
4ea48bf6-5b30-3b4a-b386-c9d83aa968ba	Iris confusa			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.volume=102&rft.spage=414&rft_id=https://www.biodiversitylibrary.org/bibliography/48390&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
bc1d420c-92fc-38a6-9e4b-1eeb1dad2ef1	Aloe berhana			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1957&rft.volume=23&rft.spage=5&rft_id=https://www.biodiversitylibrary.org/bibliography/135556&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
37d682e5-bd77-3c58-bc88-d380428e5fef	Smyrnium olusatrum L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=262&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
656fa22e-57ce-32b9-9cc8-7a87d741e6af	Eremaea violacea	33355705		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1878&rft.volume=11&rft.spage=10&rft_id=https://www.biodiversitylibrary.org/bibliography/287&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
6a61f589-4f41-32b9-8df1-e12a9d894938	Acer orientale	33355187		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1759&rft.volume=2&rft.spage=1310&rft_id=https://www.biodiversitylibrary.org/bibliography/542&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
427f9743-fd32-363a-8cee-873035cecebe	Buchenavia			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1866&rft.volume=49&rft.spage=164&rft_id=https://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
1d7636df-bce8-3ae8-9fdb-3ff1bb8fb403	Loricaria	33066479		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1856&rft.volume=1&rft.spage=165&rft_id=https://www.biodiversitylibrary.org/bibliography/217&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0f9378a9-2981-3770-84b3-39d24ef9db91	Castanopsis (D.Don) Spach	33333906		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1841&rft.volume=11&rft.spage=185&rft_id=https://www.biodiversitylibrary.org/bibliography/44839&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
7a533e7b-4e62-38cb-bf18-b07b704eae0d	Culcasia	33189498		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1805&rft.volume=1&rft.spage=3&rft_id=https://www.biodiversitylibrary.org/bibliography/101798&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
ba5fdd8b-9c71-3dca-bea6-b0a8645cc2a3	Passiflora filipes	33120306		skip:unparseable_collation:118
8d0b86b1-6ba9-3177-95e7-b0ac4ddf6320	Cleidion	33120366		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.volume=12&rft.spage=612&rft_id=https://www.biodiversitylibrary.org/bibliography/395&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
c8dbd1a6-de62-364c-85cc-21a236b52d5e	Calamus L.	33355180		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.volume=1&rft.spage=325&rft_id=https://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
05c287b3-b7d9-348c-8da3-4c1199f7d301	Macleania			skip:unparseable_collation:2: t. 109
f6a4fd96-f9cc-3e82-91f4-0d025e22412e	Distichia Nees & Meyen			skip:unparseable_collation:19(Suppl. 1): 128
fcd2fee6-469e-37ee-9524-4b393a7cab17	Aeranthes	33120855		skip:unparseable_collation:10: t. 817
19951f93-890c-39f5-8d3e-bfccca10607e	Anthurium rivulare Sodiro			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.volume=16&rft.spage=195&rft_id=https://www.biodiversitylibrary.org/bibliography/10393&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
1f095648-2dbe-3aa8-800c-d816d9cd04b8	Aframomum	33120916		skip:unparseable_collation:Zingib. 201
88fa64f3-9011-3005-9e74-75e6ba3fcd5b	Disciphania	143163		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1864&rft.volume=13&rft.spage=168&rft_id=https://www.biodiversitylibrary.org/bibliography/454&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
b073f3d8-3adc-3818-89d6-4a65c9278eb0	Vaccinium arctostaphylos	33066643		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1799&rft.volume=2&rft.spage=353&rft_id=https://www.biodiversitylibrary.org/bibliography/727&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
0356117c-bc1b-3543-82b9-e6050942e791	Maxillaria sanguinea Rolfe			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.volume=1895&rft.spage=8&rft_id=https://www.biodiversitylibrary.org/bibliography/62170&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
57c3ad05-0511-3d1a-9c21-a2ce78d7c5d4	Guilleminea densa (Willd.) Moq.	159333		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1849&rft.volume=13&rft.spage=338&rft_id=https://www.biodiversitylibrary.org/bibliography/286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
33e7c372-0514-31f3-b5b1-ba2c142dd702	Culcasia dinklagei			skip:unparseable_collation:26(3-4): 418
74589ea4-49c7-3a5b-8b28-f72e1a3f9b36	Peracarpa carnosa (Wall.) Hook.f. & Thomson			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1857&rft.volume=2&rft.spage=26&rft_id=https://www.biodiversitylibrary.org/bibliography/349&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
f22909fc-bd7e-3886-9ed4-b26b3b837c8a	Tripsacum australe	16162697		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1941&rft.volume=28&rft.spage=259&rft_id=https://www.biodiversitylibrary.org/bibliography/702&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
03d04cd3-6450-3e0f-a591-c07f35282f4d	Digitalis nervosa Steud. & Hochst. ex Benth.	162131		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.volume=10&rft.spage=450&rft_id=https://www.biodiversitylibrary.org/bibliography/286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
06dc1d66-7bfc-34c6-bf2a-e1403266b63e	Philodendron chinchamayense Engl.			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.volume=37&rft.spage=125&rft_id=https://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
6bfcc05b-ee4d-34b8-aa3e-73e7f5e7fbb4	Beaufortia cyrtodonta	33120309		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1867&rft.volume=3&rft.spage=167&rft_id=https://www.biodiversitylibrary.org/bibliography/16515&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
12773eb2-ac28-3eb8-9aef-50a2c9cccdab	Telipogon bowmanii	33333332		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1876&rft.volume=41&rft.spage=69&rft_id=https://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
e671ab2b-b566-3d69-a960-3ace34b6fae4	Coreopsis tinctoria			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1821&rft.volume=2&rft.spage=114&rft_id=https://www.biodiversitylibrary.org/bibliography/34362&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
59841c78-522a-3bc2-a2b3-fbb14a830e72	Aloe africana	33355582		skip:unparseable_collation:n. 4.
081ba3e8-826b-3f92-add4-5b4afadaba0c	Anthurium consobrinum			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1855&rft.volume=5&rft.spage=66&rft_id=https://www.biodiversitylibrary.org/bibliography/41387&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
f1ac57c6-50a1-3242-9f77-6b6643f8a3a8	Elettariopsis	355820		skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1892&rft.volume=6&rft.spage=251&rft_id=https://www.biodiversitylibrary.org/bibliography/678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
967b46be-1435-3ed6-ad46-4c7847cdb56e	Omphalea diandra	33212740		skip:unparseable_collation:10: t. 12
22c9bf9f-a23e-329b-8f0a-7152ce7f973b	Spinifex longifolius	36315437		skip:unparseable_collation:198.
dd3a9ec0-385c-3622-a15f-4eb56e1810da	Neosprucea grandiflora			skip:no_page_redirect:https://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1938&rft.volume=14&rft.spage=47&rft_id=https://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004
96b4ae3f-6e1c-367d-a7af-b68710a7c825	Ceratostigma willmottianum Stapf	33120709		skip:unparseable_collation:140: t. 8591
